UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
199819,1246,Brea Branch,230 South State College Boulevard,Orange,Brea,CA,92821,Full Service Brick and Mortar Office,06/20/1994,
199822,1249,Sequoia Station Branch,1071 El Camino Real,San Mateo,Redwood City,CA,94063,Full Service Retail Office,11/11/1993,
199823,1250,La Costa Branch,6961 El Camino Real,San Diego,Carlsbad,CA,92009,Full Service Brick and Mortar Office,12/07/1992,
199826,1253,San Ramon-Alcosta Branch,21001 San Ramon Valley Boulevard,Contra Costa,San Ramon,CA,94583,Full Service Retail Office,08/03/1994,
199829,1256,El Camino-Wolfe Branch,785 East El Camino Real,Santa Clara,Sunnyvale,CA,94087,Full Service Retail Office,07/01/1994,
199831,1258,Great Mall-Milpitas Branch,140 Great Mall Drive,Santa Clara,Milpitas,CA,95035,Full Service Brick and Mortar Office,09/22/1994,
199834,1261,Benicia Branch,892 Southampton Road,Solano,Benicia,CA,94510,Full Service Retail Office,08/15/1994,
199836,1263,La Jolla Village Square Branch,8657 Villa Lajolla Drive,San Diego,La Jolla,CA,92037,Full Service Retail Office,11/16/1994,
199837,1264,Hollister Branch,1700 Airline Highway,San Benito,Hollister,CA,95023,Full Service Retail Office,11/16/1994,
199870,1297,South Vacaville Branch,3061 Alamo Drive,Solano,Vacaville,CA,95687,Full Service Retail Office,01/10/1995,
199907,1334,Aliso Viejo Branch,27250 Alicia Parkway,Orange,Laguna Niguel,CA,92677,Full Service Brick and Mortar Office,12/05/1994,
199918,1345,Garden Grove Promenade Branch,9929 Chapman Avenue,Orange,Garden Grove,CA,92841,Full Service Brick and Mortar Office,01/20/1995,
199920,1347,Vista-Hacienda Branch,500 Hacienda Drive,San Diego,Vista,CA,92081,Full Service Retail Office,01/17/1995,
199924,1351,El Dorado Hills Raley's Branch,3935 Park Drive,El Dorado,El Dorado Hills,CA,95762,Full Service Retail Office,01/20/1995,
199925,1352,"Y At South Lake Tahoe Branch, The",1032 Emerald Bay Road,El Dorado,South Lake Tahoe,CA,96150,Full Service Brick and Mortar Office,01/17/1995,
199930,1357,Fair Oaks-San Juan Avenue Branch,4840 San Juan Avenue,Sacramento,Fair Oaks,CA,95628,Full Service Retail Office,01/19/1995,
199932,1359,Agoura Hills Branch,5823 Kanan Road,Los Angeles,Agoura Hills,CA,91301,Full Service Brick and Mortar Office,02/28/1995,
199939,1366,Miracle Mile Branch,6301 Wilshire Boulevard,Los Angeles,Los Angeles,CA,90048,Full Service Brick and Mortar Office,12/19/1994,
199941,1368,Oakhurst Branch,40044 Highway 49,Madera,Oakhurst,CA,93644,Full Service Retail Office,12/19/1994,
199945,1372,Laguna Niguel Marketplace Branch,27320 Alicia Parkway,Orange,Laguna Niguel,CA,92677,Full Service Retail Office,04/01/1995,
199946,1373,Diamond Bar Town Center Branch,1150 South Diamond Bar Boulevard,Los Angeles,Diamond Bar,CA,91765,Full Service Brick and Mortar Office,04/10/1995,
199962,1389,Hillcrest Branch,1220 Cleveland Avenue,San Diego,San Diego,CA,92103,Full Service Brick and Mortar Office,05/12/1995,
199998,1425,East Foothill Boulevard Branch,211 East Foothill Boulevard,Los Angeles,Arcadia,CA,91006,Full Service Retail Office,06/09/1995,
200001,1428,East Escondido Branch,1497 East Valley Parkway,San Diego,Escondido,CA,92027,Full Service Brick and Mortar Office,06/01/1995,
200003,1430,Bernardo Plaza Branch,11986 Bernardo Plaza Drive,San Diego,San Diego,CA,92128,Full Service Retail Office,06/15/1995,
200016,1443,Sunnyside Plaza Branch,5642 East Kings Canyon Boulevard,Fresno,Fresno,CA,93727,Full Service Brick and Mortar Office,06/06/1995,
200036,1464,Bakersfield-White Lane Branch,2100 White Lane,Kern,Bakersfield,CA,93304,Full Service Retail Office,06/27/1995,
200049,1477,Stevens Creek Station Branch,5146 Stevens Creek Boulevard,Santa Clara,San Jose,CA,95129,Full Service Retail Office,04/13/1995,
200050,1481,Pacific Station Branch,"687 S Coast Highway 101, Suite 151",San Diego,Encinitas,CA,92024,Full Service Brick and Mortar Office,08/02/1995,
200059,1496,Escondido Del Dios Branch,1510 West Valley Parkway,San Diego,Escondido,CA,92029,Full Service Brick and Mortar Office,01/16/1996,
200060,1497,Trabuco & El Toro Branch,22351 El Toro Road,Orange,El Toro,CA,92630,Full Service Retail Office,01/11/1996,
200061,1498,Oxnard South Ventura Branch,450 South Ventura Road,Ventura,Oxnard,CA,93030,Full Service Retail Office,01/09/1996,
200062,1499,Meridian San Carlos Branch,1300 West San Carlos Street,Santa Clara,San Jose,CA,95126,Full Service Retail Office,02/17/1996,
200063,2268,Glendale-East Colorado Branch,1416 East Colorado Street,Los Angeles,Glendale,CA,91205,Full Service Retail Office,07/01/1995,
200066,2271,Westminster Pavilions Branch,16450 Beach Boulevard,Orange,Westminster,CA,92683,Full Service Retail Office,08/12/1995,
200068,2273,Oceanside College Boulevard Branch,845 College Boulevard,San Diego,Oceanside,CA,92057,Full Service Retail Office,08/23/1995,
200069,2274,Stonecrest Plaza Branch,3550 Murphy Canyon Road,San Diego,San Diego,CA,92123,Full Service Retail Office,08/23/1995,
200073,2278,Olympic & Barrington Branch,11727 West Olympic Boulevard,Los Angeles,Los Angeles,CA,90064,Full Service Retail Office,08/30/1995,
200074,2279,Mission Pacific Beach Branch,4315 Mission Boulevard,San Diego,San Diego,CA,92109,Full Service Retail Office,08/31/1995,
200075,2280,North Hollywood Branch,10900 Magnolia Boulevard,Los Angeles,North Hollywood,CA,91601,Full Service Retail Office,09/01/1995,
200078,2285,Culver City Branch,11030 Jefferson Boulevard,Los Angeles,Culver City,CA,90230,Full Service Retail Office,10/26/1995,
200081,2288,Chino Hills Parkway Branch,4200 Chino Hills Parkway,San Bernardino,Chino Hills,CA,91709,Full Service Retail Office,11/15/1995,
200082,2289,Marguerite Parkway Branch,26022 Marguerite Parkway,Orange,Mission Viejo,CA,92692,Full Service Retail Office,11/15/1995,
200085,2292,Rancho Vista Center Branch,3027 Rancho Vista Boulevard,Los Angeles,Palmdale,CA,93551,Full Service Retail Office,12/13/1995,
200087,2305,Sierra Highway Branch,26900 Sierra Highway,Los Angeles,Santa Clarita,CA,91321,Full Service Retail Office,03/25/1996,
200089,2307,Sunrise Square Branch,1753 North Sunrise Way,Riverside,Palm Springs,CA,92262,Full Service Brick and Mortar Office,04/03/1996,
200090,2308,Fullerton Yorba Linda Branch,3330 Yorba Linda Boulevard,Orange,Fullerton,CA,92831,Full Service Retail Office,04/04/1996,
200094,2312,Traffic Circle Branch,4411 E Pacific Coast Hwy,Los Angeles,Long Beach,CA,90804,Full Service Retail Office,04/26/1996,
200095,2313,Webster Street Branch,1335 Webster Street,San Francisco,San Francisco,CA,94115,Full Service Retail Office,04/27/1996,
200101,2319,Blackstone & Clinton Branch,2425 North Blackstone Avenue,Fresno,Fresno,CA,93703,Full Service Retail Office,05/15/1996,
200105,2323,Vons Corona Branch,535 North Mckinley Street,Riverside,Corona,CA,92879,Full Service Retail Office,05/25/1996,
200138,2361,El Norte Plaza Branch,1000 West El Norte Parkway,San Diego,Escondido,CA,92026,Full Service Retail Office,07/25/1995,
200141,2364,Piazza Carmel Branch,3850 Valley Centre Drive,San Diego,San Diego,CA,92130,Full Service Retail Office,07/27/1995,
200170,2393,Vons El Centro Branch,750 North Imperial Avenue,Imperial,El Centro,CA,92243,Full Service Retail Office,08/21/1995,
200219,2442,Waterman Village Branch,2401 Waterman Boulevard,Solano,Fairfield,CA,94534,Full Service Retail Office,10/25/1995,
200279,2502,North Salinas Branch,1546 North Main Street,Monterey,Salinas,CA,93906,Full Service Retail Office,11/20/1995,
200280,2503,East Whittier Boulevard Branch,14919 East Whittier Boulevard,Los Angeles,Whittier,CA,90605,Full Service Retail Office,06/05/1996,
200284,2507,Vons Fillmore Branch,636 West Ventura Street,Ventura,Fillmore,CA,93015,Full Service Retail Office,06/19/1996,
200307,2696,Raley's Napa Branch,217 Soscol Avenue,Napa,Napa,CA,94559,Full Service Retail Office,08/20/1996,
200312,4599,Green Valley & Olympic Branch,2196 Olympic Avenue,Clark,Henderson,NV,89014,Full Service Brick and Mortar Office,10/09/1995,02/20/2004
200320,5144,Bashas' Camp Verde Branch,650 West Finnie Flats Road,Yavapai,Camp Verde,AZ,86322,Full Service Retail Office,03/18/1997,02/20/2004
200328,5148,East Greenway & 64th Branch,6321 East Greenway Road,Maricopa,Scottsdale,AZ,85254,Full Service Retail Office,10/05/1996,02/20/2004
200338,5152,North First & Roger Branch,4036 North First Avenue,Pima,Tucson,AZ,85719,Full Service Retail Office,10/19/1996,02/20/2004
200342,5155,Northwest Grand & 107th Branch,10660 Northwest Grand,Maricopa,Sun City,AZ,85351,Full Service Retail Office,10/29/1996,02/20/2004
200346,5158,Scottsdale Crossing Branch,2785 North Scottsdale Road,Maricopa,Scottsdale,AZ,85257,Full Service Retail Office,11/23/1996,02/20/2004
200356,5163,Shea Plaza Branch,10631 North 32nd Street,Maricopa,Phoenix,AZ,85028,Full Service Retail Office,11/20/1996,02/20/2004
200358,5165,East 22nd & Kolb Branch,7050 East 22nd Street,Pima,Tucson,AZ,85710,Full Service Retail Office,11/16/1996,02/20/2004
200359,5166,Lakeside & Hancock Branch,1775 Lakeside Drive,Mohave,Bullhead City,AZ,86442,Full Service Retail Office,12/31/1996,02/20/2004
200362,5167,75th & Cactus Branch,"7435 West Cactus Road, Suite 105",Maricopa,Peoria,AZ,85381,Full Service Brick and Mortar Office,12/13/1996,02/20/2004
200366,5169,Pinnacle Peak & Pima Branch,23435 North Pima Road,Maricopa,Scottsdale,AZ,85255,Full Service Brick and Mortar Office,12/21/1996,02/20/2004
200370,5170,Rural & Ray Branch,4989 West Ray Road,Maricopa,Chandler,AZ,85226,Full Service Brick and Mortar Office,12/18/1996,02/20/2004
200384,5173,Sahuarita Branch,18590 South Nogales Highway,Pima,Green Valley,AZ,85614,Full Service Brick and Mortar Office,01/24/1997,02/20/2004
200392,2960,Quartz Hill Towne Center Branch,4033 West Avenue L,Los Angeles,Lancaster,CA,93536,Full Service Retail Office,11/16/1996,
200395,2963,West Hollywood Branch,8571 Santa Monica Boulevard,Los Angeles,West Hollywood,CA,90069,Full Service Brick and Mortar Office,07/01/1996,
200398,2966,Wilshire & Hauser Branch,5601 Wilshire Boulevard,Los Angeles,Los Angeles,CA,90036,Full Service Retail Office,12/04/1996,
200399,2967,Rosedale & Allen Branch,13045 Rosedale Highway,Kern,Bakersfield,CA,93314,Full Service Retail Office,07/31/1996,
200401,2969,San Diego Alta View Branch,3011 Alta View Drive,San Diego,San Diego,CA,92139,Full Service Retail Office,12/14/1996,
200402,2970,Town & Country Village Branch,8200 Stockdale Highway,Kern,Bakersfield,CA,93311,Full Service Brick and Mortar Office,10/16/1996,
200403,2971,Western & Wilshire Branch,670 South Western Avenue,Los Angeles,Los Angeles,CA,90005,Full Service Retail Office,10/12/1996,
200404,2972,West Chapman Avenue Branch,1435 West Chapman Avenue,Orange,Orange,CA,92868,Full Service Retail Office,07/24/1996,
200406,2974,Seacliff Branch,19081 Goldenwest Street,Orange,Huntington Beach,CA,92648,Full Service Retail Office,07/31/1996,
200407,2975,San Diego Clairemont Drive Branch,4725 Clairemont Drive,San Diego,San Diego,CA,92117,Full Service Retail Office,11/14/1996,
200408,2976,Camino Canada Branch,13465 Camino Canada,San Diego,El Cajon,CA,92021,Full Service Retail Office,07/17/1996,
200410,2978,Coronado Branch,829 Orange Avenue,San Diego,Coronado,CA,92118,Full Service Brick and Mortar Office,08/09/1996,
200412,2980,East Palmdale Branch,38003 47th Street East,Los Angeles,Palmdale,CA,93552,Full Service Brick and Mortar Office,11/02/1996,
200414,2982,Clinton & Brawley Branch,2450 North Brawley Avenue,Fresno,Fresno,CA,93722,Full Service Brick and Mortar Office,10/30/1996,
200416,2984,Artesia & Pioneer Branch,11815 Artesia Boulevard,Los Angeles,Artesia,CA,90701,Full Service Retail Office,02/26/1997,
200417,2985,Ramona Office Branch,1674 Main Street,San Diego,Ramona,CA,92065,Full Service Retail Office,03/28/1997,
200419,2987,Vons Coffee Road Branch,4500 Coffee Road,Kern,Bakersfield,CA,93308,Full Service Retail Office,09/25/1996,
200420,2988,East Chapman Branch,3325 East Chapman Avenue,Orange,Orange,CA,92869,Full Service Retail Office,10/16/1996,
200421,2989,Marina Pacifica Branch,6290 East Pacific Coast Highway,Los Angeles,Long Beach,CA,90803,Full Service Retail Office,10/16/1996,
200422,2990,Fallbrook & Victory Branch,22915 Victory Boulevard,Los Angeles,Canoga Park,CA,91307,Full Service Retail Office,12/06/1996,
200423,2991,Citrus Heights Raley's Branch,7847 Lichen Drive,Sacramento,Citrus Heights,CA,95621,Full Service Retail Office,12/18/1996,
200424,2992,North El Camino Real Branch,1048 North El Camino Real,San Diego,Encinitas,CA,92024,Full Service Retail Office,10/23/1996,
200425,2993,Ming & Haggin Oak Branch,9000 Ming Avenue,Kern,Bakersfield,CA,93311,Full Service Retail Office,11/20/1996,
200426,2994,Noe Valley Branch,4045 24th Street,San Francisco,San Francisco,CA,94114,Full Service Brick and Mortar Office,10/15/1996,
200427,2995,Madison Mall Branch,8870 Madison Avenue,Sacramento,Fair Oaks,CA,95628,Full Service Retail Office,11/27/1996,
200428,2996,Santa Lucia Square Branch,560 Walnut Avenue,Monterey,Greenfield,CA,93927,Full Service Brick and Mortar Office,02/28/1997,
200429,2997,Woodland Parkway Branch,151 Woodland Parkway,San Diego,San Marcos,CA,92069,Full Service Retail Office,12/04/1996,
200432,3000,Oceanview Plaza Branch,638 Camino De Los Mares,Orange,San Clemente,CA,92673,Full Service Brick and Mortar Office,08/09/1996,
200436,3004,Hamilton & Bascom Branch,1790 South Bascom Avenue,Santa Clara,Campbell,CA,95008,Full Service Brick and Mortar Office,08/09/1996,
200440,3008,Albertson's Riverside Branch,8938 Trautwein Road,Riverside,Riverside,CA,92508,Full Service Retail Office,01/29/1997,
200441,3009,West Capitol & Acre Branch,1601 West Capitol Avenue,Yolo,West Sacramento,CA,95691,Full Service Retail Office,03/17/1997,
200442,3010,Paseo Real Plaza Branch,6951 El Camino Real,San Diego,Carlsbad,CA,92009,Full Service Retail Office,03/28/1997,
200444,3012,Carlsbad Plaza Branch,2560 El Camino Real,San Diego,Carlsbad,CA,92008,Full Service Retail Office,02/13/1997,
200448,4601,Caughlin Parkway Branch,4780 Caughlin Pkwy,Washoe,Reno,NV,89519,Full Service Brick and Mortar Office,02/01/1997,02/20/2004
200450,4602,East Bonanza & Lamb Branch,4421 East Bonanza Road,Clark,Las Vegas,NV,89110,Full Service Retail Office,02/11/1997,02/20/2004
200451,4603,Warm Springs Marketplace Branch,7271 South Eastern Avenue,Clark,Las Vegas,NV,89119,Full Service Retail Office,02/11/1997,02/20/2004
200456,4605,North Shore Plaza Branch,8350 West Cheyenne Avenue,Clark,Las Vegas,NV,89129,Full Service Retail Office,02/26/1997,02/20/2004
200457,4606,Tropicana Albertsons Center Branch,5975 West Tropicana Avenue,Clark,Las Vegas,NV,89103,Full Service Retail Office,03/12/1997,02/20/2004
200466,5175,Legends Center Branch,"20205 North 67th Avenue, Suite 10",Maricopa,Glendale,AZ,85308,Full Service Retail Office,05/23/1997,02/20/2004
200470,3038,Potrero & 16th Branch,2300 16th Street,San Francisco,San Francisco,CA,94103,Full Service Retail Office,05/07/1997,
200474,3042,Fountain & N. La Brea Branch,1233 North La Brea Avenue,Los Angeles,West Hollywood,CA,90038,Full Service Retail Office,05/09/1997,
200475,3043,Woodland Hills Branch,21108 Ventura Boulevard,Los Angeles,Woodland Hills,CA,91364,Full Service Brick and Mortar Office,06/16/1997,
200477,3045,Santa Rita & Valley Branch,1701 Santa Rita Road,Alameda,Pleasanton,CA,94566,Full Service Retail Office,04/25/1997,
200479,3047,Market & Produce Branch,1244 East 8th Street,Los Angeles,Los Angeles,CA,90021,Full Service Brick and Mortar Office,06/23/1997,
200480,3048,Vernon Main Branch,4580 Pacific Boulevard,Los Angeles,Vernon,CA,90058,Full Service Brick and Mortar Office,06/23/1997,
200486,3054,Irvine Corporate Branch,2540 Main Street,Orange,Irvine,CA,92614,Full Service Brick and Mortar Office,06/19/1997,
200490,3058,Safeway Gridley Branch,1596 State Highway 99,Butte,Gridley,CA,95948,Full Service Retail Office,05/30/1997,
200492,3060,Albertsons Morro Bay Branch,730 Quintana Road,San Luis Obispo,Morro Bay,CA,93442,Full Service Retail Office,05/14/1997,
200493,3061,Wible & Panama Branch,3401 Panama Lane,Kern,Bakersfield,CA,93313,Full Service Brick and Mortar Office,06/04/1997,
200494,3062,Highway 79 Temecula Branch,31813 Us Highway 79 South,Riverside,Temecula,CA,92592,Full Service Retail Office,06/18/1997,
200497,3065,2nd Street Marketplace Branch,1494 East 2nd Street,Riverside,Beaumont,CA,92223,Full Service Brick and Mortar Office,04/21/1997,
200499,3067,Hwy 111 & Washington St Branch,78630 Us Highway 111,Riverside,La Quinta,CA,92253,Full Service Retail Office,04/18/1997,
200500,3068,"Marketplace Branch, The",298 East Live Oak Avenue,Los Angeles,Arcadia,CA,91006,Full Service Retail Office,04/23/1997,
200502,3070,Limonite & Clay Branch,8330 Limonite Avenue,Riverside,Riverside,CA,92509,Full Service Brick and Mortar Office,04/23/1997,
200503,3071,Daly Street Branch,2511 Daly Street,Los Angeles,Los Angeles,CA,90031,Full Service Retail Office,04/25/1997,
200506,3074,Kern Valley Plaza Branch,5610 Lake Isabella Boulevard,Kern,Lake Isabella,CA,93240,Full Service Retail Office,05/29/1997,
200507,3075,Santa Paula Center Branch,576 West Main Street,Ventura,Santa Paula,CA,93060,Full Service Retail Office,05/07/1997,
200536,5178,E. Broadway & Rural Branch,926 East Broadway Road,Maricopa,Tempe,AZ,85282,Full Service Retail Office,06/27/1997,02/20/2004
200545,5179,55th & Northern Branch,5503 W Northern Ave,Maricopa,Glendale,AZ,85301,Full Service Brick and Mortar Office,09/15/1996,02/20/2004
