UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
470218,6374,19th Avenue & Baseline Branch,2010 West Baseline Road,Maricopa,Phoenix,AZ,85041,Full Service Brick and Mortar Office,12/10/2007,
470488,9794,Saturn & Marketplace Branch,4771 Saturn Road,Dallas,Garland,TX,75041,Full Service Brick and Mortar Office,12/18/2007,03/20/2010
470490,6376,Central Pasadena Branch,1739 East Colorado Boulevard,Los Angeles,Pasadena,CA,91106,Full Service Brick and Mortar Office,12/17/2007,
470491,6377,East Highland Branch,28920 Greenspot Road,San Bernardino,Highland,CA,92346,Full Service Brick and Mortar Office,12/17/2007,
470504,9795,Woodruff & South Branch,5625 Woodruff Avenue,Los Angeles,Lakewood,CA,90713,Full Service Brick and Mortar Office,12/13/2007,03/20/2010
470505,9796,Dallas North Tollway & Eldorado,5015 Eldorado Parkway,Denton,Frisco,TX,75033,Full Service Brick and Mortar Office,12/12/2007,03/20/2010
470576,6382,West Charleston & Desert Foothills Branch,11730 West Charleston Boulevard,Clark,Las Vegas,NV,89135,Full Service Brick and Mortar Office,12/12/2007,
472072,9797,Carle Place - Country Glen Branch,103 Old Country Road,Nassau,Carle Place,NY,11514,Full Service Brick and Mortar Office,01/28/2008,03/20/2010
472075,9800,"Market At Uvalde Branch, The",13560 I-10 East,Harris,Houston,TX,77015,Full Service Brick and Mortar Office,01/31/2008,03/20/2010
472076,9801,Silver Spring Square Branch,"6416 Carlisle Pike, Suite 2100",Cumberland,Mechanicsburg,PA,17050,Full Service Brick and Mortar Office,01/28/2008,03/20/2010
472077,9802,Belle Meade Plaza Branch,4540 Harding Pike,Davidson,Nashville,TN,37205,Full Service Brick and Mortar Office,01/28/2008,03/20/2010
472080,9805,Shops At Park Village Branch,1545 Alabama Avenue Se,District Of Columbia,Washington,DC,20032,Full Service Brick and Mortar Office,01/28/2008,03/20/2010
473055,9806,Harbor & Mcfadden Branch,3764 W. Mcfadden Avenue,Orange,Santa Ana,CA,92704,Full Service Brick and Mortar Office,01/22/2008,03/20/2010
473077,6387,West Valley Business Banking Branch,9070 West Glendale Avenue,Maricopa,Glendale,AZ,85305,Limited Service Facility Office,02/04/2008,
473105,6504,Lovers Lane Branch,4301 Lovers Lane,Dallas,Dallas,TX,75225,Full Service Brick and Mortar Office,01/09/2008,04/25/2009
474362,9807,Adams Morgan Branch,1804 Adams Mills Road Nw,District Of Columbia,Washington,DC,20009,Full Service Brick and Mortar Office,03/03/2008,03/20/2010
475459,9809,Belmont Green Branch,42995 Eastern Kingbird Plaza,Loudoun,Ashburn,VA,20147,Full Service Brick and Mortar Office,03/17/2008,03/20/2010
475460,9810,Memorial & Asbury Branch,5650 Memorial Drive,Harris,Houston,TX,77007,Full Service Brick and Mortar Office,03/19/2008,03/20/2010
475496,6431,Ontario Mills Branch,4240 East 4th Street,San Bernardino,Ontario,CA,91764,Full Service Brick and Mortar Office,03/10/2007,
475974,9812,Fulton & Booth Branch,2799 Fulton Street,Harris,Houston,TX,77009,Full Service Brick and Mortar Office,02/19/2008,03/20/2010
475981,9813,Madison & 34th Branch,180 Madison Avenue,New York,New York,NY,10016,Full Service Brick and Mortar Office,02/25/2008,03/20/2010
475983,6433,Oak Park,604 Lindero Canyon Road,Ventura,Oak Park,CA,91377,Full Service Brick and Mortar Office,02/25/2008,
476001,9816,Hempstead Branch,145 Fulton Avenue,Nassau,Hempstead,NY,11550,Full Service Brick and Mortar Office,03/24/2008,03/20/2010
476003,6434,Idaho Center Branch,5607 East Franklin Road,Canyon,Nampa,ID,83687,Full Service Brick and Mortar Office,03/24/2008,
476004,6435,Ca Riverside County 1 Branch,4800 Magnolia Avenue,Riverside,Riverside,CA,92506,Limited Service Mobile Office,03/24/2008,
476005,6436,Ca Riverside County 2 Branch,16130 Lasselle Street,Riverside,Moreno Valley,CA,92551,Limited Service Mobile Office,03/24/2008,
476006,6437,Ca Riverside County 3 Branch,2001 3rd Street,Riverside,Norco,CA,92860,Limited Service Mobile Office,03/24/2008,
476052,6438,Lakewood Branch,4711 Candlewood Street,Los Angeles,Lakewood,CA,90712,Full Service Brick and Mortar Office,03/31/2008,
476069,9818,Waterford-Leland Branch,1012 Leana Drive,Brunswick,Leland,NC,28451,Full Service Brick and Mortar Office,04/14/2008,03/20/2010
476070,9819,Westheimer & Weslayan Branch,3803 Westheimer Road,Harris,Houston,TX,77027,Full Service Brick and Mortar Office,04/16/2008,03/20/2010
476075,6439,Tropical & Lossee Branch,5970 Losee Road,Clark,North Las Vegas,NV,89081,Full Service Brick and Mortar Office,04/16/2008,
476076,6440,Westminster Crossing Branch,260 West 136th Avenue,Adams,Westminster,CO,80234,Full Service Brick and Mortar Office,04/15/2008,
476640,9821,Moreland Station Branch,1459 Moreland Avenue Southeast,Fulton,Atlanta,GA,30316,Full Service Brick and Mortar Office,04/21/2008,03/20/2010
476641,9822,Allendale Branch,9 Demercurio Drive,Bergen,Allendale,NJ,7401,Full Service Brick and Mortar Office,04/21/2008,03/20/2010
476962,9824,Cedarhurst Branch,464 Central Avenue,Nassau,Cedarhurst,NY,11516,Full Service Brick and Mortar Office,04/28/2008,03/20/2010
476963,9825,Grant Park Plaza Branch,"1040 Grant Road, Suite 200",Santa Clara,Mountain View,CA,94040,Full Service Brick and Mortar Office,04/29/2008,03/20/2010
477394,9826,Broadway & Mccoy Branch,2445 South Broadway,Santa Barbara,Santa Maria,CA,93454,Full Service Brick and Mortar Office,05/06/2008,03/20/2010
477395,9827,Harbor East Branch,725 South Eden Street,Baltimore City,Baltimore,MD,21231,Full Service Brick and Mortar Office,05/05/2008,03/20/2010
477408,9828,Wilshire & Western Branch,3800 Wilshire Boulevard,Los Angeles,Los Angeles,CA,90010,Full Service Brick and Mortar Office,09/18/2007,03/20/2010
477409,9829,Bethel-Stony Hill Branch,81 Stony Hill Road,Fairfield,Bethel,CT,6801,Full Service Brick and Mortar Office,09/17/2007,03/20/2010
477410,9830,Downtown Huntington Branch,288 Main Street,Suffolk,Huntington,NY,11743,Full Service Brick and Mortar Office,09/17/2007,03/20/2010
478809,6505,North Central & 15th Branch,1421 N Central Expressway,Collin,Plano,TX,75075,Full Service Brick and Mortar Office,05/05/2008,04/25/2009
479386,6443,Talega Village Branch,801 Via Suerte,Orange,San Clemente,CA,92673,Full Service Brick and Mortar Office,04/14/2008,
479387,6444,East Coachella Branch,49201 Grapefruit Blvd,Riverside,Coachella,CA,92236,Full Service Brick and Mortar Office,07/16/2007,
479388,6445,Andover Branch,1966 Bunker Lake Blvd Nw Ste,Anoka,Andover,MN,55304,Full Service Brick and Mortar Office,07/09/2007,
479389,6446,Cameron Crossing Branch,2020 W University Dr,Collin,Mckinney,TX,75071,Full Service Brick and Mortar Office,06/16/2008,
479390,6447,Hawks Prairie Branch,1419 Marvin Rd Ne,Thurston,Lacey,WA,98516,Full Service Brick and Mortar Office,03/12/2008,
479391,6448,Little Saigon Branch,9550 Bolsa Ave,Orange,Westminster,CA,92683,Full Service Brick and Mortar Office,05/05/2008,
479392,6449,4th & Main Branch,101 W 4th Street,Orange,Santa Ana,CA,92701,Full Service Brick and Mortar Office,06/30/2008,
479393,6450,Cobblestone Lake Branch,15574 Pilot Knob Road,Dakota,Apple Valley,MN,55124,Full Service Brick and Mortar Office,06/30/2008,
479394,6451,"Springs Branch, The",5200 Ramon Road,Riverside,Palm Springs,CA,92264,Full Service Brick and Mortar Office,06/02/2008,
479395,6452,Otay Ranch Branch,2160 Birch Road,San Diego,Chula Vista,CA,91915,Full Service Brick and Mortar Office,06/20/2008,
479396,6453,Ocean Park Branch,170 Pier Avenue,Los Angeles,Santa Monica,CA,90405,Full Service Brick and Mortar Office,06/16/2008,
479898,9831,Beltway 8 & Kimberley Branch,12859 Kimberly Ln,Harris,Houston,TX,77024,Full Service Brick and Mortar Office,02/28/2008,03/20/2010
479899,9832,Concordville Town Centre Branch,1101 Byers Dr,Delaware,Glen Mills,PA,19342,Full Service Brick and Mortar Office,02/04/2008,03/20/2010
479900,9833,R Street Market Branch,1831 S Street,Sacramento,Sacramento,CA,95811,Full Service Brick and Mortar Office,05/01/2008,03/20/2010
479901,9834,Bethany & Us 75 Branch,995 W Bethany Dr,Collin,Allen,TX,75013,Full Service Brick and Mortar Office,05/14/2008,03/20/2010
479902,9835,I-20 & Wheatland Branch,39703 Lbj Freeway,Dallas,Dallas,TX,75237,Full Service Brick and Mortar Office,05/15/2008,03/20/2010
479904,6581,Centerplace & 47th Branch,4635 Centerplace Dr,Weld,Greeley,CO,80634,Full Service Brick and Mortar Office,10/12/2007,11/07/2009
479906,9838,Manhasset Branch,355 Plandome Rd,Nassau,Manhasset,NY,11030,Full Service Brick and Mortar Office,06/02/2008,03/20/2010
479907,9839,Fairfax Marketplace Branch,10944 Fairfax Blvd,Fairfax City,Fairfax,VA,22030,Full Service Brick and Mortar Office,06/16/2008,03/20/2010
479908,9840,Legacy & Independence Branch,2912 Legacy Dr,Collin,Plano,TX,75023,Full Service Brick and Mortar Office,06/19/2008,03/20/2010
479909,9841,Gateway Overlook Branch,8210 Gateway Overlook Dr,Howard,Elkridge,MD,21075,Full Service Brick and Mortar Office,06/23/2008,03/20/2010
479910,9842,Stone Oak & Huebner Branch,19223 Stone Oak Pkwy,Bexar,San Antonio,TX,78258,Full Service Brick and Mortar Office,06/24/2008,03/20/2010
479912,9844,Hannover Woods Branch,2202 Fm 2920 Rd,Harris,Spring,TX,77388,Full Service Brick and Mortar Office,06/25/2008,03/20/2010
479915,9847,Olney Branch,16810 Georgia Ave,Montgomery,Olney,MD,20832,Full Service Brick and Mortar Office,07/20/2007,03/20/2010
479916,9848,East Allen Branch,1602 E Exchange Pkwy,Collin,Allen,TX,75002,Full Service Brick and Mortar Office,09/26/2007,03/20/2010
480939,6457,Driggs Branch,185 South Main St,Teton,Driggs,ID,83422,Full Service Brick and Mortar Office,07/01/2008,07/01/2008
481127,9850,Branchburg Branch,3190 Us 22,Somerset,Branchburg,NJ,8876,Full Service Brick and Mortar Office,09/08/2008,03/20/2010
481469,9851,"Domain Branch, The",3216 W Braker Ln,Travis,Austin,TX,78758,Full Service Brick and Mortar Office,09/18/2008,03/20/2010
483196,6470,Fort Morgan Branch,123 E Kiowa Ave,Morgan,Fort Morgan,CO,80701,Full Service Brick and Mortar Office,12/06/2008,12/06/2008
493528,9852,Shoppes At Sunlake Branch,18975 State Rd 54,Pasco,Lutz,FL,33558,Full Service Brick and Mortar Office,08/14/2008,03/20/2010
493529,9853,Westchester Commons Branch,164 Schofield Dr,Chesterfield,Midlothian,VA,23113,Full Service Brick and Mortar Office,09/11/2008,03/20/2010
493530,9854,Miramar Square Branch,12184 Miramar Pkwy,Broward,Miramar,FL,33025,Full Service Brick and Mortar Office,03/03/2009,03/20/2010
493531,9855,Monterey Store Branch,73051 Hwy 111,Riverside,Palm Desert,CA,92260,Full Service Brick and Mortar Office,08/20/2008,03/20/2010
493532,9856,Kendall Town Center Branch,16301 Sw 88th Street,Miami-Dade,Miami,FL,33196,Full Service Brick and Mortar Office,07/10/2008,03/20/2010
493533,9857,Olmsted Branch,110 Central Park Ave,Moore,Pinehurst,NC,28374,Full Service Brick and Mortar Office,01/14/2009,03/20/2010
493534,9858,North Mecklenburg Branch,19409 Jetton Rd,Mecklenburg,Cornelius,NC,28031,Full Service Brick and Mortar Office,07/01/2008,03/20/2010
493535,9859,Bellaire & Rice Branch,5102 Bellaire Blvd,Harris,Bellaire,TX,77401,Full Service Brick and Mortar Office,12/18/2008,03/20/2010
493536,9860,West 34th St & Northwest Fwy Branch,5175 W 34th St,Harris,Houston,TX,77092,Full Service Brick and Mortar Office,12/17/2008,03/20/2010
493538,9862,Weirbridge Village Branch,1733 Henersonville Rd,Buncombe,Asheville,NC,28803,Full Service Brick and Mortar Office,12/08/2008,03/20/2010
493539,9863,Baseline & Rural Branch,915 E Baseline Rd,Maricopa,Tempe,AZ,85283,Full Service Brick and Mortar Office,12/04/2008,03/20/2010
493542,9866,Bell & Tatum Branch,4750 E Bell Rd,Maricopa,Phoenix,AZ,85032,Full Service Brick and Mortar Office,12/02/2008,03/20/2010
493543,9867,Colonial Shopping Plaza Branch,1115 Hwy 34,Monmouth,Aberdeen,NJ,7747,Full Service Brick and Mortar Office,12/01/2008,03/20/2010
493545,9869,Broadway & Hildebrand Branch,4306 Broadway St,Bexar,San Antonio,TX,78209,Full Service Brick and Mortar Office,11/25/2008,03/20/2010
493546,9870,Mckellips & Stapley Branch,1256 E Mckellips Rd,Maricopa,Mesa,AZ,85203,Full Service Brick and Mortar Office,11/20/2008,03/20/2010
493549,9873,Zarzamora Branch,6919 South Zarzamora Street,Bexar,San Antonio,TX,78224,Full Service Brick and Mortar Office,11/19/2008,03/20/2010
493550,9874,Glendale & 7th Street Branch,707 E Glendale Ave,Maricopa,Phoenix,AZ,85020,Full Service Brick and Mortar Office,11/18/2008,03/20/2010
493551,9875,Keller Branch,910 Keller Pkwy,Tarrant,Keller,TX,76248,Full Service Brick and Mortar Office,11/18/2008,03/20/2010
493554,9878,Deanza & Bollinger Branch,7270 Bollinger Road,Santa Clara,San Jose,CA,95129,Full Service Brick and Mortar Office,11/06/2008,03/20/2010
493556,9880,Afton Ridge Branch,400 Ashdale Ct,Cabarrus,Concord,NC,28027,Full Service Brick and Mortar Office,09/29/2008,03/20/2010
493558,9882,Pacific Palisades Branch,15240 W Sunset Blvd,Los Angeles,Pacific Palisades,CA,90272,Full Service Brick and Mortar Office,09/04/2008,03/20/2010
493559,9883,Fort Bend Town Center Branch,10310 Hwy 6,Fort Bend,Missouri City,TX,77459,Full Service Brick and Mortar Office,09/03/2008,03/20/2010
493560,9884,Carrier & I-20 Branch,4156 S. Carrier Pkwy,Dallas,Grand Prairie,TX,75052,Full Service Brick and Mortar Office,10/30/2008,03/20/2010
493562,9886,Carteret Crossing Branch,301 Wb Mclean Dr,Carteret,Cape Carteret,NC,28584,Full Service Brick and Mortar Office,10/07/2008,03/20/2010
493564,9888,Preston & Frankford Branch,18126 Preston Rd,Collin,Dallas,TX,75252,Full Service Brick and Mortar Office,10/21/2008,03/20/2010
493567,9890,Ella Blvd Branch,1350 W 43rd St.,Harris,Houston,TX,77018,Full Service Brick and Mortar Office,10/14/2008,03/20/2010
493569,9892,Cary Park Branch,10050 Green Level Church Road,Wake,Cary,NC,27519,Full Service Brick and Mortar Office,10/06/2008,03/20/2010
493570,9893,Corona Del Mar Branch,3600 E Coast Hwy,Orange,Corona Del Mar,CA,92625,Full Service Brick and Mortar Office,08/05/2008,03/20/2010
493572,9895,Thompson Lane Branch,618 Thompson Ln,Davidson,Nashville,TN,37204,Full Service Brick and Mortar Office,08/04/2008,03/20/2010
493850,9897,Downtown St Petersburg Branch,125 Fifth Street South,Pinellas,Saint Petersburg,FL,33701,Full Service Brick and Mortar Office,07/01/2008,03/20/2010
493851,9898,Canyon Town Center Branch,8768 Boynton Beach Blvd,Palm Beach,Boynton Beach,FL,33472,Full Service Brick and Mortar Office,02/23/2009,03/20/2010
493852,9899,Ovation At Reunion Branch,8100 Lake Wilson Rd,Polk,Davenport,FL,33896,Full Service Brick and Mortar Office,12/01/2008,03/20/2010
493853,9900,Palm Coast Town Center Branch,836 Belle Terre Pkwy,Flagler,Palm Coast,FL,32164,Full Service Brick and Mortar Office,11/03/2008,03/20/2010
493854,9901,Rosewick Crossing Branch,100 Rosewick Rd,Charles,La Plata,MD,20646,Full Service Brick and Mortar Office,08/04/2008,03/20/2010
493855,9902,Crenshaw & Artesia Branch,17405 Crenshaw Blvd Suite A,Los Angeles,Torrance,CA,90504,Full Service Brick and Mortar Office,07/17/2008,03/20/2010
494424,6515,North Lamar Branch,9800 North Lamar Blvd,Travis,Austin,TX,78753,Full Service Brick and Mortar Office,12/15/2008,
494425,6516,Waterside Branch,8003 W Grand Pkwy S,Fort Bend,Richmond,TX,77407,Full Service Brick and Mortar Office,12/30/2008,
494426,6517,Promendade Casa Grande Branch,758 Mission Pkwy,Pinal,Casa Grande,AZ,85194,Full Service Brick and Mortar Office,01/02/2009,
494427,6518,Golden Valley Ranch Branch,19213 Golden Valley Road,Los Angeles,Santa Clarita,CA,91387,Full Service Brick and Mortar Office,12/22/2008,
494428,6519,Sunset Fairfax Branch,7950 W Sunset Blvd,Los Angeles,Los Angeles,CA,90046,Full Service Brick and Mortar Office,01/12/2009,
494429,6520,Smoketree Branch,2465 E Palm Canyon Drive,Riverside,Palm Springs,CA,92264,Full Service Brick and Mortar Office,07/14/2008,
494430,6521,Msu Mankato Office Branch,620 South Road,Blue Earth,Mankato,MN,56001,Full Service Brick and Mortar Office,06/22/2009,
494431,6522,North Victorville Branch,15368 Roy Rogers Drive,San Bernardino,Victorville,CA,92394,Full Service Brick and Mortar Office,06/22/2009,
494432,6523,Hickory Creek & Teasley Branch,5009 Teasley Lane,Denton,Denton,TX,76210,Full Service Brick and Mortar Office,05/21/2009,
494433,6524,Happy Valley & Lake Pleasant Branch,25175 N Lake Pleasant Pkwy,Maricopa,Peoria,AZ,85383,Full Service Brick and Mortar Office,06/01/2009,
494434,6525,Hamilton Gateway Branch,5820 Nave Drive,Marin,Novato,CA,94949,Full Service Brick and Mortar Office,08/26/2008,
494435,6526,Gantzel & Combs Branch,155 W Combs Road,Pinal,Queen Creek,AZ,85140,Full Service Retail Office,07/02/2008,
494436,6527,Colleyville Branch,5520 Colleyville Blvd,Tarrant,Colleyville,TX,76034,Full Service Brick and Mortar Office,11/10/2008,
494437,6528,Menifee Countryside Marketplace Branch,30186 Haun Road,Riverside,Menifee,CA,92584,Full Service Brick and Mortar Office,10/14/2008,
494438,6529,Sycamore Creek Branch,11764 De Palma Road,Riverside,Corona,CA,92883,Full Service Brick and Mortar Office,10/16/2008,
494439,6530,Cielo Verde Branch,8225 E 32nd Street,Yuma,Yuma,AZ,85365,Full Service Brick and Mortar Office,07/14/2008,
494440,6531,Lemmon Avenue Branch,4232 Lemmon Avenue,Dallas,Dallas,TX,75219,Full Service Brick and Mortar Office,08/11/2008,
494441,6532,Cal State Long Beach Branch,1212 N Bellflower Blvd,Los Angeles,Long Beach,CA,90815,Full Service Brick and Mortar Office,08/04/2008,
494442,6533,Green Valley & Horizon Ridge Branch,640 S Green Valley Pkwy,Clark,Henderson,NV,89052,Full Service Brick and Mortar Office,10/15/2008,
494443,6534,Higley & Ray Branch,3222 E Ray Road,Maricopa,Gilbert,AZ,85296,Full Service Brick and Mortar Office,07/08/2008,
494444,6535,Alpine Village Branch,1522 Highlands View Road,San Diego,Alpine,CA,91901,Full Service Brick and Mortar Office,09/29/2008,
494445,6536,Nipomo Branch,555 W Tefft Street,San Luis Obispo,Nipomo,CA,93444,Full Service Brick and Mortar Office,10/20/2008,
494713,6537,Wilmington Main Branch,339 W Anaheim Street,Los Angeles,Wilmington,CA,90744,Full Service Brick and Mortar Office,12/08/2008,
494714,6538,Rincon Hill Branch,303 2nd Street,San Francisco,San Francisco,CA,94107,Full Service Brick and Mortar Office,02/24/2009,
494715,6539,Moreno Marketplace Branch,14395 Moreno Beach Drive,Riverside,Moreno Valley,CA,92555,Full Service Brick and Mortar Office,11/10/2008,
494716,6540,West Convina Heights Branch,2322 S Azusa Avenue,Los Angeles,West Covina,CA,91792,Full Service Brick and Mortar Office,06/15/2009,
494717,6541,Via De La Valle Branch,2751 Via De La Valle,San Diego,Del Mar,CA,92014,Full Service Brick and Mortar Office,05/18/2009,
494718,6542,Topanga Canyon Branch,8301 Topango Canyon Blvd,Los Angeles,Canoga Park,CA,91304,Full Service Brick and Mortar Office,11/03/2008,
494719,6543,Broadway & Palomar Branch,1232 Broadway,San Diego,Chula Vista,CA,91911,Full Service Brick and Mortar Office,06/22/2009,
495827,6545,Co - El Paso County 1 Branch,14 East Cache La Poudre Street,El Paso,Colorado Springs,CO,80903,Limited Service Mobile Office,10/01/2009,
495828,9903,Lake Ronkonkoma Branch,601 Portion Road,Suffolk,Lake Ronkonkoma,NY,11779,Full Service Brick and Mortar Office,09/21/2009,03/20/2010
495841,9904,Stonebridge Village Branch,4706 Hog Mountain,Hall,Flowery Branch,GA,30542,Full Service Brick and Mortar Office,10/05/2009,03/20/2010
497255,9905,Constant Friendship Branch,400 Constant Friendship Blvd,Harford,Abingdon,MD,21009,Full Service Brick and Mortar Office,10/26/2009,03/20/2010
497259,6546,Cordera Branch,9649 Prominent Point,El Paso,Colorado Springs,CO,80924,Full Service Brick and Mortar Office,10/26/2009,
498623,9906,Riverdale Park Branch,6235 Baltimore Avenue,Prince George's,Riverdale,MD,20737,Full Service Brick and Mortar Office,10/22/2009,03/20/2010
498647,9907,Brandywine Crossing Branch,16000 Crain Highway,Prince George's,Brandywine,MD,20613,Full Service Brick and Mortar Office,11/09/2009,03/20/2010
499290,9908,Highland City Branch,5101 Highway 98 South,Polk,Lakeland,FL,33812,Full Service Brick and Mortar Office,11/16/2009,03/20/2010
499297,9909,Eastgate Marketplace Branch,25420 Eastern Marketplace Plaza,Loudoun,South Riding,VA,20152,Full Service Brick and Mortar Office,11/03/2009,03/20/2010
499501,9910,Le Jeune Road Branch,433 Nw 42nd Avenue,Miami-Dade,Miami,FL,33126,Full Service Brick and Mortar Office,11/23/2009,03/20/2010
500109,6585,Meadowlark Plaza Branch,5355 Warner Avenue,Orange,Huntington Beach,CA,92649,Full Service Brick and Mortar Office,12/07/2009,
500127,9911,Rocky Hill Branch,1030 Elm Street,Hartford,Rocky Hill,CT,6067,Full Service Brick and Mortar Office,12/14/2009,03/20/2010
500128,9912,Newton Branch,122 Water Street,Sussex,Newton,NJ,7860,Full Service Brick and Mortar Office,12/14/2009,03/20/2010
500164,6586,San Dimas Main Branch,925 West Arrow Highway,Los Angeles,San Dimas,CA,91773,Full Service Brick and Mortar Office,12/14/2009,
500325,9913,Aspen Hill Branch,13920 Georgia Avenue,Montgomery,Silver Spring,MD,20906,Full Service Brick and Mortar Office,01/02/2010,03/20/2010
506067,6588,Co Larimer County 1 Branch,4616 South Shields Street,Larimer,Fort Collins,CO,80526,Limited Service Mobile Office,08/08/2008,
506070,6591,Ne Douglas County 2 Branch,7444 Farnam Street,Douglas,Omaha,NE,68114,Limited Service Mobile Office,08/18/2008,
506545,6592,Noriega & 32nd Branch,2454 Noriega Street,San Francisco,San Francisco,CA,94122,Full Service Brick and Mortar Office,03/15/2010,
507795,9934,Hewlett Branch,1250 Broadway,Nassau,Hewlett,NY,11557,Full Service Brick and Mortar Office,03/22/2010,
508417,9938,Greater Atlanta Hub Pb Office,3280 Peachtree Road Northeast,Fulton,Atlanta,GA,30305,Limited Service Facility Office,04/29/2010,
508418,9939,Greater Charlotte Hub Pb Office,401 S Tryon Street,Mecklenburg,Charlotte,NC,28202,Limited Service Facility Office,04/28/2010,
508420,9941,Delaware Pb Office,"505 Carr Rd, Suite 200",New Castle,Wilmington,DE,19809,Limited Service Facility Office,04/28/2010,
508422,9943,Melville Pb - Satellite Office,58 S Service Rd,Suffolk,Melville,NY,11747,Limited Service Facility Office,04/28/2010,
508632,9945,Coldwater Canyon Branch,12900 Ventura Blvd,Los Angeles,Studio City,CA,91604,Full Service Brick and Mortar Office,03/29/2010,
508658,9946,Hunt Valley Pb - Satellite Office,225 International Dr,Baltimore,Hunt Valley,MD,21030,Limited Service Facility Office,05/04/2010,
508659,9947,Greater Pa Hub Pb Office,"600 Penn Street, 2nd Floor",Berks,Reading,PA,19602,Limited Service Facility Office,05/07/2010,
508660,9948,Nashville Pb Office,3100 West End Avenue,Davidson,Nashville,TN,37203,Limited Service Facility Office,05/07/2010,
508663,9951,Hartford Pb - Satellite Office,90 State House Square,Hartford,Hartford,CT,6103,Limited Service Facility Office,05/07/2010,
508665,9953,Lynchburg Business Banking Office,"700 Main Street, 3rd Floor Section C",Lynchburg City,Lynchburg,VA,24504,Limited Service Facility Office,05/04/2010,
508667,9955,Ponte Vedra Beach Pb - Satellite Off,818 Us Hwy A1a North,St. Johns,Ponte Vedra Beach,FL,32082,Limited Service Facility Office,05/07/2010,
508870,9956,Cary Pb - Satellite Office,"7001 Weston Pkwy, Suite 150",Wake,Cary,NC,27513,Limited Service Facility Office,05/11/2010,
509262,9964,New York Pb Office,150 East 42nd Street,New York,New York,NY,10017,Limited Service Facility Office,05/20/2010,
509263,9965,White Plains Pb - Satellite Office,50 Main Street,Westchester,White Plains,NY,10606,Limited Service Facility Office,05/20/2010,
510107,9966,Nc Orange County Branch,207 South Road,Orange,Chapel Hill,NC,27514,Limited Service Mobile Office,06/03/2010,
510130,9967,Nc Guilford County Branch,1121 Elliott University Center,Guilford,Greensboro,NC,27412,Limited Service Mobile Office,06/10/2010,
510252,9969,Nc Durham County Branch,1801 Fayetteville Street,Durham,Durham,NC,27707,Limited Service Mobile Office,06/17/2010,
510316,9972,Nc Wake County Branch,2610 Cates Avenue,Wake,Raleigh,NC,27695,Limited Service Mobile Office,06/28/2010,
511124,9974,Nc New Hanover County Branch,601 South College Rd,New Hanover,Wilmington,NC,28403,Limited Service Mobile Office,07/14/2010,
511125,9975,Nc A&T State Unversity Branch,1601 East Market Street,Guilford,Greensboro,NC,27411,Limited Service Mobile Office,07/14/2010,
511948,9976,Central Piedmont Comm College Branch,1201 Elizabeth Avenue,Mecklenburg,Charlotte,NC,28204,Limited Service Mobile Office,08/02/2010,
511949,9977,Nc Mecklenburg County Branch,9201 University City Blvd,Mecklenburg,Charlotte,NC,28223,Limited Service Mobile Office,08/02/2010,
511987,9983,Fl Leon County Branch,444 Gamble Street,Leon,Tallahassee,FL,32307,Limited Service Mobile Office,07/28/2010,
511990,9986,Johnson C Smith University Branch,100 Beatties Ford Road,Mecklenburg,Charlotte,NC,28216,Limited Service Mobile Office,07/28/2010,
511991,9987,Davidson College Branch,209 Ridge Road,Mecklenburg,Davidson,NC,28035,Limited Service Mobile Office,07/28/2010,
512343,9988,Red Maple Village Branch,2600 South Tracy Blvd,San Joaquin,Tracy,CA,95376,Full Service Brick and Mortar Office,06/30/2010,
512344,9989,Olympic & Figueroa Branch,717 West Olympic Blvd,Los Angeles,Los Angeles,CA,90015,Full Service Brick and Mortar Office,04/19/2010,
512345,9990,Pch & Anza Branch,4135 Pacific Coast Highway,Los Angeles,Torrance,CA,90505,Full Service Brick and Mortar Office,04/05/2010,
512346,9991,Union Avenue & Claybrook Street Branch,42 South Claybrook St,Shelby,Memphis,TN,38104,Full Service Brick and Mortar Office,09/14/2009,
512347,9992,Madison Branch,1264 North Main Street,Madison,Madison,VA,22727,Full Service Brick and Mortar Office,03/20/2010,
512348,9993,Mankato East Branch,1901 Bassett Drive,Blue Earth,Mankato,MN,56001,Full Service Brick and Mortar Office,06/26/2010,
512349,9994,Alamance Crossing Branch,1796 Glidewell Drive,Alamance,Burlington,NC,27215,Full Service Brick and Mortar Office,08/23/2009,
512350,9995,"Village At Leesburg Branch, The",1616 Village Market Blvd Se,Loudoun,Leesburg,VA,20175,Full Service Brick and Mortar Office,01/12/2010,
512352,9997,Quarterpath Crossing Branch,1520 Quarterpath Road,Williamsburg City,Williamsburg,VA,23185,Full Service Brick and Mortar Office,07/01/2009,
513416,9998,Rose Ranch Branch,1700 East Gonzales Road,Ventura,Oxnard,CA,93036,Full Service Brick and Mortar Office,09/27/2010,
513453,9999,Upland Town Center Branch,811 West Foothill Blvd,San Bernardino,Upland,CA,91786,Full Service Brick and Mortar Office,10/04/2010,
513956,10000,Ca San Diego County 1 Branch,8800 Grossmont College Drive,San Diego,El Cajon,CA,92020,Limited Service Mobile Office,10/18/2010,
518541,10007,Nm Bernalillo County 1 Branch,10501 Lagrima De Oro Road Northeast,Bernalillo,Albuquerque,NM,87111,Limited Service Mobile Office,03/14/2011,
